sepal_length	sepal_width	petal_length	petal_width	species
5.5	2.4	4.3	1.4	Versicolor
6.8	2.3	4.5	1.4	Versicolor
5.9	3	4.9	1.4	Versicolor
5.5	3.1	4.1	1.4	Versicolor
5.5	2.6	3.9	1.4	Versicolor
5	2.5	4.2	1.4	Versicolor
5.5	2.1	4.8	1.4	Versicolor
6.5	3	3.5	1.4	Versicolor
6.3	2.9	4.9	1.4	Versicolor
5.8	3	4.5	1.4	Versicolor
5.5	3.1	4.3	1.4	Versicolor
6	3.3	4.1	1.4	Versicolor
6.8	2.7	4.5	1.4	Versicolor
5.5	3.1	4.7	1.4	Versicolor
5.8	2.3	4.5	1.4	Versicolor
5	2.8	3.9	1.4	Versicolor
6.4	2.2	3.9	1.4	Versicolor
5.2	2.3	3.6	1.4	Versicolor
6.2	2.4	4.4	1.4	Versicolor
6.7	2.9	3.9	1.4	Versicolor
5.6	3.1	5	1.4	Versicolor
5.8	3.3	4.8	1.4	Versicolor
6.1	2.7	4.3	1.4	Versicolor
6.3	2.9	4.6	1.4	Versicolor
6	2.6	4.2	1.4	Versicolor
5	2.9	4.4	1.4	Versicolor
6.1	2.8	4.4	1.4	Versicolor
5.7	3.1	4.4	1.4	Versicolor
5.9	3.2	4.6	1.4	Versicolor
5.5	2.5	3.9	1.4	Versicolor
5.5	2.8	4.6	1.4	Versicolor
5.4	2.7	4.8	1.4	Versicolor
5.7	2.5	4.2	1.4	Versicolor
5.5	2.7	4.8	1.4	Versicolor
6.6	2.6	4.3	1.4	Versicolor
5.2	2.9	4.2	1.4	Versicolor
6.3	3	3.9	1.4	Versicolor
6	3.3	4.3	1.4	Versicolor
5.6	2.7	3.8	1.4	Versicolor
6.5	2.6	3.8	1.4	Versicolor
5.8	2.3	4.1	1.4	Versicolor
5.8	2.9	4.6	1.4	Versicolor
5.9	3	4.2	1.4	Versicolor
6	2.5	4.4	1.4	Versicolor
5.3	2.8	4.1	1.4	Versicolor
6.4	2.7	4.3	1.4	Versicolor
5.8	2.7	2.3	1.4	Versicolor
6.3	2.9	4.5	1.4	Versicolor
7	2.3	4.1	1.4	Versicolor
6.9	2.6	4.4	1.4	Versicolor
6.2	2.9	3.6	1.4	Versicolor
5.9	2.4	3.3	1.4	Versicolor
5.4	2.9	4.4	1.4	Versicolor
5.8	2.7	4.3	1.4	Versicolor
5.6	2.1	5	1.4	Versicolor
6.7	2.9	4	1.4	Versicolor
4.9	2.4	4.1	1.4	Versicolor
5.8	3.1	5.2	1.4	Versicolor
5.9	2.9	3.9	1.4	Versicolor
5.1	2.5	4.3	1.4	Versicolor
6.6	2.8	3.7	1.4	Versicolor
6.2	2.5	3.9	1.4	Versicolor
7	3	4.5	1.4	Versicolor
5.5	2.9	3.5	1.4	Versicolor
6.3	2.3	4.5	1.4	Versicolor
5.1	2.6	4.2	1.4	Versicolor
6.3	2.9	3.9	1.4	Versicolor
6.2	3	3.6	1.4	Versicolor
5.9	2.7	4.2	1.4	Versicolor
6	2.5	4.5	1.4	Versicolor
5	2.8	4.4	1.4	Versicolor
5.8	2.6	4.4	1.4	Versicolor
5.6	2.5	2.7	1.4	Versicolor
5.3	2.5	5	1.4	Versicolor
5.4	2.4	3.2	1.4	Versicolor
5.6	3.1	2.9	1.4	Versicolor
6.2	2.5	4.8	1.4	Versicolor
6.6	3.3	4.2	1.4	Versicolor
5.8	3	3.4	1.4	Versicolor
5.5	3.2	4.2	1.4	Versicolor
6.1	3.3	4.5	1.4	Versicolor
6.7	2.2	3.4	1.4	Versicolor
5	2.8	3.2	1.4	Versicolor
7	2.9	4.8	1.4	Versicolor
5.1	2.3	3.7	1.4	Versicolor
5.5	2.9	4.4	1.4	Versicolor
5.4	2.5	3.6	1.4	Versicolor
6	3.4	4	1.4	Versicolor
6	2.1	3.3	1.4	Versicolor
5.2	2.4	4.8	1.4	Versicolor
6.9	2.9	4.6	1.4	Versicolor
5.6	2.8	4.4	1.4	Versicolor
6.2	2.7	4.3	1.4	Versicolor
5.6	3.2	4.7	1.4	Versicolor
7.2	3.3	4.2	1.4	Versicolor
6	2.8	4.5	1.4	Versicolor
5.8	2.6	4.8	1.4	Versicolor
5.8	2	4.7	1.4	Versicolor
6.1	2.9	3.8	1.4	Versicolor
6.2	3.1	4.6	1.4	Versicolor
5.1	2.5	4.5	1.4	Versicolor
6	2.2	4.4	1.4	Versicolor
5.3	3	4.7	1.4	Versicolor
7	2.7	4.3	1.4	Versicolor
5.7	2.9	4.7	1.4	Versicolor
6.4	2.7	4.4	1.4	Versicolor
5.6	3.1	2.7	1.4	Versicolor
5.2	2.9	3.4	1.4	Versicolor
6.8	2.4	4.1	1.4	Versicolor
6	2.3	4.5	1.4	Versicolor
6.6	2.4	4.7	1.4	Versicolor
4.9	2.8	4.5	1.4	Versicolor
5.4	3.1	4.1	1.4	Versicolor
6	2.7	3.3	1.4	Versicolor
6.3	3	4.6	1.4	Versicolor
6.3	2.9	2.5	1.4	Versicolor
6.6	3.1	4.7	1.4	Versicolor
6.1	3	4.8	1.4	Versicolor
6.7	3.2	4.2	1.4	Versicolor
5.9	2.3	4	1.4	Versicolor
6.1	2.5	4.1	1.4	Versicolor
5.7	2.9	4.4	1.4	Versicolor
6.8	2.5	4.5	1.4	Versicolor
5.5	3	4.8	1.4	Versicolor
5.9	2.6	4.5	1.4	Versicolor
5	2.9	4.6	1.4	Versicolor
5.3	2.5	4.8	1.4	Versicolor
6.2	3.1	4.1	1.4	Versicolor
6.1	2.3	4.8	1.4	Versicolor
5.7	2.8	4.1	1.4	Versicolor
7.1	3.3	4.9	1.4	Versicolor
5.3	2.3	4	1.4	Versicolor
5	2.9	4.3	1.4	Versicolor
6	2.8	2.7	1.4	Versicolor
6.4	2.9	4.6	1.4	Versicolor
5.7	2.7	4.1	1.4	Versicolor
5.4	2.6	4.1	1.4	Versicolor
6.2	2.9	4.5	1.4	Versicolor
5.6	2.4	3.8	1.4	Versicolor
5.7	2.8	3.6	1.4	Versicolor
7	2.7	4.3	1.4	Versicolor
6.2	3.3	4.5	1.4	Versicolor
5.7	2.7	3.6	1.4	Versicolor
5.4	2.4	4.2	1.4	Versicolor
6.8	2.6	3.9	1.4	Versicolor
5.4	3.3	4.8	1.4	Versicolor
6.3	2.5	4.6	1.4	Versicolor
5.9	2.8	3.9	1.4	Versicolor
5.2	2.5	4.1	1.4	Versicolor
5.5	3.1	4.9	1.4	Versicolor
6.3	2.6	4.4	1.4	Versicolor
6.8	3.2	4.5	1.4	Versicolor
5.2	2.8	4.6	1.4	Versicolor
6.7	2.7	4.6	1.4	Versicolor
6.6	2.7	4.7	1.4	Versicolor
5.7	2.4	4.4	1.4	Versicolor
5.8	2.9	4.7	1.4	Versicolor
5.6	2.7	4.5	1.4	Versicolor
6.5	3.1	3.2	1.4	Versicolor
6.1	2.2	4.1	1.4	Versicolor
5.8	3.1	4.3	1.4	Versicolor
5.8	2.9	4.8	1.4	Versicolor
5.2	2.5	4.5	1.4	Versicolor
5.2	3.2	4	1.4	Versicolor
6.7	2.9	4.5	1.4	Versicolor
5.2	2.7	4.3	1.4	Versicolor
5.4	2.8	3.7	1.4	Versicolor
5.1	3.3	4.2	1.4	Versicolor
5.3	3.4	2.9	1.4	Versicolor
6.1	2.8	4.4	1.4	Versicolor
5.7	2.3	3.7	1.4	Versicolor
5.7	2.8	3	1.4	Versicolor
5.6	2.7	3.7	1.4	Versicolor
6.4	3	4.8	1.4	Versicolor
5.9	2.7	5	1.4	Versicolor
6.1	2.6	5	1.4	Versicolor
5.1	2.7	3.7	1.4	Versicolor
5.8	2.1	4.7	1.4	Versicolor
6.6	2.5	3.9	1.4	Versicolor
6.4	2.6	3.4	1.4	Versicolor
6.3	2.6	4.7	1.4	Versicolor
5.2	2.6	4.3	1.4	Versicolor
6.8	3	4.7	1.4	Versicolor
5.2	3.1	3.6	1.4	Versicolor
5.6	2.5	4.3	1.4	Versicolor
6.2	3.2	4.2	1.4	Versicolor
5.5	2.7	4.2	1.4	Versicolor
7	2.8	4.2	1.4	Versicolor
5.5	3	4.4	1.4	Versicolor
5.5	2.5	3.9	1.4	Versicolor
6.7	3	5.1	1.4	Versicolor
6.2	2.7	4.8	1.4	Versicolor
5.9	2.9	4	1.4	Versicolor
6.5	2.5	4.6	1.4	Versicolor
6.2	2.9	4.1	1.4	Versicolor
5.5	2.7	4.7	1.4	Versicolor
6.5	2.7	4.2	1.4	Versicolor
5.7	2.9	4.9	1.4	Versicolor
5.6	2.6	3.3	1.4	Versicolor
6.5	2.8	4.8	1.4	Versicolor
5.8	3	3.8	1.4	Versicolor
5.5	2.8	4.2	1.4	Versicolor
5.3	2.8	3.8	1.4	Versicolor
5	3.4	4.1	1.4	Versicolor
5.9	2.2	3.8	1.4	Versicolor
6.3	2.3	4.1	1.4	Versicolor
6.6	2.4	4.7	1.4	Versicolor
7	2	4.5	1.4	Versicolor
5.5	2.4	3.8	1.4	Versicolor
6.1	3.2	4	1.4	Versicolor
5.6	2.8	5	1.4	Versicolor
5.8	3.2	4	1.4	Versicolor
5.5	2.8	4.4	1.4	Versicolor
5.7	3.3	4.5	1.4	Versicolor
5.4	2.6	4.1	1.4	Versicolor
5.8	2.6	4.5	1.4	Versicolor
5.8	2.7	3.7	1.4	Versicolor
5.9	2.1	3.7	1.4	Versicolor
5.5	2.9	4.2	1.4	Versicolor
6.5	3.4	4.3	1.4	Versicolor
5.7	3.1	4.8	1.4	Versicolor
6.2	2.9	3.9	1.4	Versicolor
5.3	2.5	4.9	1.4	Versicolor
6.7	3	4	1.4	Versicolor
6	2.5	4.4	1.4	Versicolor
6.2	2.8	4.1	1.4	Versicolor
5.3	2.4	3.8	1.4	Versicolor
5.9	3.1	4.2	1.4	Versicolor
5.3	2.7	4.4	1.4	Versicolor
6.6	2.9	4.5	1.4	Versicolor
6.7	2.5	4.5	1.4	Versicolor
5	3	4.6	1.4	Versicolor
6	3	4.4	1.4	Versicolor
6.3	2.7	4.1	1.4	Versicolor
5.2	2.5	3.9	1.4	Versicolor
6.3	2.5	4.8	1.4	Versicolor
5.5	2.9	4.3	1.4	Versicolor
5.7	3.2	3.7	1.4	Versicolor
5.5	3	4.3	1.4	Versicolor
6	3	4.9	1.4	Versicolor
5.3	2.7	4.3	1.4	Versicolor
5.9	2.5	4.5	1.4	Versicolor
6.7	2.3	4.2	1.4	Versicolor
6.1	2.9	5	1.4	Versicolor
5.7	2.6	4.1	1.4	Versicolor
6.6	2.6	3.5	1.4	Versicolor
6.8	2.8	4.8	1.4	Versicolor
5.9	2.9	4.9	1.4	Versicolor
6.3	3.2	4.4	1.4	Versicolor
6	3.3	4.2	1.4	Versicolor
5.3	2.8	4.3	1.4	Versicolor
5.9	2.5	4.6	1.4	Versicolor
5	3.1	4.4	1.4	Versicolor
5.5	2.2	4.1	1.4	Versicolor
5	2.5	4.4	1.4	Versicolor
6.8	2.9	3.7	1.4	Versicolor
6	2.3	4.4	1.4	Versicolor
6	2.5	3.9	1.4	Versicolor
5.5	2.8	4.2	1.4	Versicolor
5.5	2.4	4.6	1.4	Versicolor
5.9	2.5	4.2	1.4	Versicolor
6	2.2	4.3	1.4	Versicolor
5.8	2.2	4	1.4	Versicolor
6	2.6	4.8	1.4	Versicolor
5.1	2.6	3.9	1.4	Versicolor
6.4	3.3	4.5	1.4	Versicolor
6.9	2.6	4.8	1.4	Versicolor
6	2.3	4.5	1.4	Versicolor
5.7	2.7	4.1	1.4	Versicolor
5.1	3	4.5	1.4	Versicolor
6.4	2.7	4.3	1.4	Versicolor
6.8	2.7	4.2	1.4	Versicolor
5.8	2.9	3.9	1.4	Versicolor
6.5	2.6	4.4	1.4	Versicolor
5.7	2.9	4.9	1.4	Versicolor
5.6	2.2	4.3	1.4	Versicolor
5.2	2.8	4.4	1.4	Versicolor
6.2	2.5	4.4	1.4	Versicolor
5.6	3.1	3.7	1.4	Versicolor
5.7	3.1	4.1	1.4	Versicolor
7	3.1	3.8	1.4	Versicolor
6.5	2.6	5	1.4	Versicolor
6.3	2.6	4.4	1.4	Versicolor
5	2.4	4.5	1.4	Versicolor
5.5	3.1	4.8	1.4	Versicolor
5.5	3.1	4.8	1.4	Versicolor
5.7	3.3	4.4	1.4	Versicolor
6.6	3	4.3	1.4	Versicolor
6.2	2.9	4.5	1.4	Versicolor
6.4	3.4	4.7	1.4	Versicolor
5.9	2.9	4.8	1.4	Versicolor
6	2.9	4.2	1.4	Versicolor
6.3	2.7	2.9	1.4	Versicolor
6.5	2.9	3.9	1.4	Versicolor
5.8	2.2	4.3	1.4	Versicolor
5.7	2.6	4.7	1.4	Versicolor
5.4	2.4	4.7	1.4	Versicolor
5.3	2.8	4	1.4	Versicolor
6	2.9	3.3	1.4	Versicolor
5.4	2.4	4.4	1.4	Versicolor
5.5	2.1	3.7	1.4	Versicolor
6.2	3.1	4.1	1.4	Versicolor
6.1	2.7	4.1	1.4	Versicolor
6.3	3.1	4.5	1.4	Versicolor
5.5	2.9	4.6	1.4	Versicolor
6	2.6	4.3	1.4	Versicolor
5	2.9	4.5	1.4	Versicolor
6.4	3	4.8	1.4	Versicolor
5.8	3	4.4	1.4	Versicolor
5.7	2.6	4.5	1.4	Versicolor
5.7	2.7	3.8	1.4	Versicolor
6.4	2.9	3.9	1.4	Versicolor
5.3	2.1	4.6	1.4	Versicolor
6.1	2.4	3.7	1.4	Versicolor
5	2.8	4.7	1.4	Versicolor
6	2.9	5	1.4	Versicolor
5	2.7	4	1.4	Versicolor
5	2.9	4.9	1.4	Versicolor
5.8	2.9	4.2	1.4	Versicolor
5.7	3	4.5	1.4	Versicolor
6.1	3	4.8	1.4	Versicolor
5.8	2.9	4.2	1.4	Versicolor
6.3	3.2	4.2	1.4	Versicolor
6.4	2.8	5.1	1.4	Versicolor
5.6	3	4.6	1.4	Versicolor
5.3	2.7	3.4	1.4	Versicolor
5.6	2.4	3.6	1.4	Versicolor
5.9	3	4.4	1.4	Versicolor
6.2	2.6	4.2	1.4	Versicolor
6.2	2.7	4	1.4	Versicolor
5.1	2.8	4.5	1.4	Versicolor
5	3.3	4.4	1.4	Versicolor
6.4	3	3.9	1.4	Versicolor
6.4	2.6	2.6	1.4	Versicolor
6.9	2.5	4.6	1.4	Versicolor
6.1	2.2	4.8	1.4	Versicolor
6.7	2.7	4.4	1.4	Versicolor
5.7	2.1	4	1.4	Versicolor
5.4	3	4	1.4	Versicolor
6.3	2.5	5	1.4	Versicolor
6.5	2.7	4.3	1.4	Versicolor
5.8	3.2	4.2	1.4	Versicolor
6.6	2.9	4.4	1.4	Versicolor
6.8	3.1	5	1.4	Versicolor
6.1	2.9	4.3	1.4	Versicolor
5.7	2.8	4.4	1.4	Versicolor
6.7	2.3	5	1.4	Versicolor
5.6	3	5	1.4	Versicolor
5.4	3.2	5	1.4	Versicolor
6.5	2.9	4.5	1.4	Versicolor
5.6	2.8	3.6	1.4	Versicolor
6.8	3	3.9	1.4	Versicolor
7.1	2.9	4.1	1.4	Versicolor
6.8	2.5	2.4	1.4	Versicolor
6	2.9	4.7	1.4	Versicolor
5.9	2.4	2.6	1.4	Versicolor
6.4	3	3.1	1.4	Versicolor
5.6	2.4	4.5	1.4	Versicolor
6.2	2.6	3.9	1.4	Versicolor
5.5	2.6	4.2	1.4	Versicolor
6	2.5	4.2	1.4	Versicolor
7.1	2.7	4.5	1.4	Versicolor
5	3.1	5	1.4	Versicolor
6.4	3.1	4.5	1.4	Versicolor
5.9	3.3	4.9	1.4	Versicolor
5.5	3	4.7	1.4	Versicolor
6	2.8	4.4	1.4	Versicolor
6.7	2.6	4.5	1.4	Versicolor
6.8	2.4	4.7	1.4	Versicolor
6.3	2.2	3.7	1.4	Versicolor
5.9	3.2	3.6	1.4	Versicolor
6.5	3	4.5	1.4	Versicolor
5.8	2.4	4.4	1.4	Versicolor
5.7	2.5	3.9	1.4	Versicolor
5.4	3	3.9	1.4	Versicolor
5.8	2.5	4.2	1.4	Versicolor
5.5	3.1	4.8	1.4	Versicolor
5.2	3.1	4.4	1.4	Versicolor
6.2	2.5	4.7	1.4	Versicolor
5.5	2.3	4.2	1.4	Versicolor
5.2	3.1	4.5	1.4	Versicolor
6.8	2.6	4.1	1.4	Versicolor
6.6	2.2	4.8	1.4	Versicolor
6.1	3.2	4.3	1.4	Versicolor
5.8	3.2	4.2	1.4	Versicolor
6.1	2.1	4.4	1.4	Versicolor
6.5	2.8	3.7	1.4	Versicolor
5.7	2.6	3.7	1.4	Versicolor
6.4	3.2	4.2	1.4	Versicolor
5.9	3	4.7	1.4	Versicolor
6	2.9	4.2	1.4	Versicolor
5.6	2.4	4.8	1.4	Versicolor
5.7	3.2	4.8	1.4	Versicolor
6	3.1	4.1	1.4	Versicolor
6.6	2.7	4.2	1.4	Versicolor
5.6	2.3	4.4	1.4	Versicolor
6.2	2.3	4.7	1.4	Versicolor
5.6	2.9	4.4	1.4	Versicolor
6	2.4	4.6	1.4	Versicolor
6	3.1	3.5	1.4	Versicolor
6.5	2.9	4.1	1.4	Versicolor
6.6	2.9	5	1.4	Versicolor
5.6	3	3.6	1.4	Versicolor
6.1	2.9	4.8	1.4	Versicolor
5.1	2.8	3.6	1.4	Versicolor
6.6	2.8	5	1.4	Versicolor
6.4	2.4	4.8	1.4	Versicolor
5.3	2.7	4.4	1.4	Versicolor
6.2	2.8	3.7	1.4	Versicolor
6.3	2.8	5.1	1.4	Versicolor
7.1	3	3.9	1.4	Versicolor
6.5	2.8	4.8	1.4	Versicolor
5.8	2.4	3.8	1.4	Versicolor
5.5	2.2	4.6	1.4	Versicolor
6.6	2.7	4.2	1.4	Versicolor
6.3	3.2	5	1.4	Versicolor
6.1	2.7	4.4	1.4	Versicolor
5.6	3.3	4.1	1.4	Versicolor
5.6	3.1	4.5	1.4	Versicolor
5.1	3	4	1.4	Versicolor
5.9	2.6	3.5	1.4	Versicolor
5.7	2.3	4.8	1.4	Versicolor
5.7	2.9	4.2	1.4	Versicolor
5.8	2.9	4.2	1.4	Versicolor
5.3	2.9	4.4	1.4	Versicolor
6.3	2.6	4.1	1.4	Versicolor
5.8	2.5	5.2	1.4	Versicolor
5.6	2.6	4	1.4	Versicolor
5.9	2.7	4.5	1.4	Versicolor
6	2.7	4.1	1.4	Versicolor
6.2	3.1	3.7	1.4	Versicolor
6.9	2	4.4	1.4	Versicolor
5.7	3	4.2	1.4	Versicolor
5.4	2.5	3.6	1.4	Versicolor
6.3	2.6	4.3	1.4	Versicolor
6.1	2.8	4.3	1.4	Versicolor
6.7	2.3	3.4	1.4	Versicolor
5.2	2.2	4.4	1.4	Versicolor
5.8	2.8	4.4	1.4	Versicolor
6.4	3	4.1	1.4	Versicolor
5.2	2.7	4.2	1.4	Versicolor
5.6	3.4	4	1.4	Versicolor
6.5	2.9	4.5	1.4	Versicolor
6.6	2.8	4.6	1.4	Versicolor
5.7	2.9	4.4	1.4	Versicolor
6.9	2.9	4	1.4	Versicolor
5.4	2.7	4.7	1.4	Versicolor
5.3	3.3	4.7	1.4	Versicolor
5.7	2	4.5	1.4	Versicolor
6.2	3.1	4.8	1.4	Versicolor
5.9	2.6	4	1.4	Versicolor
5.1	2.2	4.3	1.4	Versicolor
5.2	2.6	4.5	1.4	Versicolor
6.2	2.6	4.6	1.4	Versicolor
5.3	3	4.6	1.4	Versicolor
5.4	3.3	4.4	1.4	Versicolor
6.9	2.8	4.6	1.4	Versicolor
5.1	2.7	4.8	1.4	Versicolor
5	3	4.9	1.4	Versicolor
5.4	3.1	4.6	1.4	Versicolor
6.6	2.5	4.6	1.4	Versicolor
5.5	2.6	4.3	1.4	Versicolor
6.1	2.9	4.3	1.4	Versicolor
5.2	3	4.2	1.4	Versicolor
5.5	3.1	3.4	1.4	Versicolor
5.4	2.6	4.1	1.4	Versicolor
5.5	2.6	4.6	1.4	Versicolor
6.7	2.3	4.6	1.4	Versicolor
5.8	2.5	4.2	1.4	Versicolor
6.2	2.3	3.5	1.4	Versicolor
5.4	2.8	4.1	1.4	Versicolor
6	2.5	3.9	1.4	Versicolor
6.3	3	4.1	1.4	Versicolor
6.4	2.7	4.3	1.4	Versicolor
5.8	2.3	4.7	1.4	Versicolor
5.4	2	4.9	1.4	Versicolor
5.5	3.1	4.3	1.4	Versicolor
6.3	2.9	3.9	1.4	Versicolor
5.6	2.8	4.3	1.4	Versicolor
6.4	2.7	4.7	1.4	Versicolor
5.8	2.9	3.7	1.4	Versicolor
6.2	3	4.8	1.4	Versicolor
5.6	2.3	4.4	1.4	Versicolor
5.8	2.6	3.3	1.4	Versicolor
5.6	3	4.9	1.4	Versicolor
6.4	3.2	3.8	1.4	Versicolor
5.9	2.9	4.5	1.4	Versicolor
6	2.2	4	1.4	Versicolor
6.1	2.8	4.1	1.4	Versicolor
5.1	2.6	4.6	1.4	Versicolor
5.6	3.2	4.1	1.4	Versicolor
5.8	2.5	4.1	1.4	Versicolor
6.5	3	3.6	1.4	Versicolor
5.2	2.4	4.9	1.4	Versicolor
5.8	3.2	4.6	1.4	Versicolor
5.8	2.4	4.6	1.4	Versicolor
6.1	2.1	4.4	1.4	Versicolor
6.1	2.9	4.6	1.4	Versicolor
5.4	2.2	4.5	1.4	Versicolor
6.5	2	4.1	1.4	Versicolor
6.7	2.6	4.3	1.4	Versicolor
6	2.2	4.5	1.4	Versicolor
5.2	3.3	4.5	1.4	Versicolor
5.6	2.1	4.6	1.4	Versicolor
5.6	3.3	4.2	1.4	Versicolor
5.6	2.5	4	1.4	Versicolor
5.9	3.1	4.4	1.4	Versicolor
6.2	2.2	5	1.4	Versicolor
5.3	2.7	4.4	1.4	Versicolor
5.3	3	3.4	1.4	Versicolor
6.2	2.9	4.7	1.4	Versicolor
5.1	2.9	4.6	1.4	Versicolor
5.7	2.8	4.5	1.4	Versicolor
6	2.8	4.1	1.4	Versicolor
6.1	2.4	4.9	1.4	Versicolor
6.4	2.9	3.8	1.4	Versicolor
5.2	2.8	4.2	1.4	Versicolor
6.8	2.4	3.2	1.4	Versicolor
5.2	3.1	4.7	1.4	Versicolor
6	3	4.7	1.4	Versicolor
5	2.2	4	1.4	Versicolor
5.5	2.8	5	1.4	Versicolor
5.6	2.9	4.1	1.4	Versicolor
6.1	3	4.4	1.4	Versicolor
5.9	2.2	4.3	1.4	Versicolor
6.2	3.1	4.6	1.4	Versicolor
5.7	2	4.4	1.4	Versicolor
5.4	3	4.5	1.4	Versicolor
6.2	2.9	4.6	1.4	Versicolor
5.7	2.6	4	1.4	Versicolor
5.5	3	3.7	1.4	Versicolor
6.2	3.1	4.1	1.4	Versicolor
6.7	2.6	4.6	1.4	Versicolor
5.8	2.9	4.1	1.4	Versicolor
6.2	2.1	4.5	1.4	Versicolor
6.1	2.7	4.4	1.4	Versicolor
5.9	2.2	3.4	1.4	Versicolor
5.9	2.8	4.7	1.4	Versicolor
5.1	3.1	3.9	1.4	Versicolor
5.8	2.5	4.6	1.4	Versicolor
5.7	2.7	4.3	1.4	Versicolor
5.8	3.2	4.7	1.4	Versicolor
6.2	3	4.1	1.4	Versicolor
6.3	2.7	4.7	1.4	Versicolor
5	2.8	3.9	1.4	Versicolor
5.3	3.1	4.6	1.4	Versicolor
5.9	2.5	4.5	1.4	Versicolor
5.8	2.3	3.9	1.4	Versicolor
6.7	2.7	4.3	1.4	Versicolor
5.5	2	4	1.4	Versicolor
6.9	2.6	4.8	1.4	Versicolor
5.7	3.2	4.1	1.4	Versicolor
5.7	3.3	3.3	1.4	Versicolor
6.5	2.8	4.9	1.4	Versicolor
6.1	2.7	4.4	1.4	Versicolor
6	2.9	4	1.4	Versicolor
6	2.9	4.4	1.4	Versicolor
6	2.1	4.7	1.4	Versicolor
5.7	3.4	4	1.4	Versicolor
5	2.9	3.8	1.4	Versicolor
5.5	2.6	4.5	1.4	Versicolor
5.7	2.7	4.8	1.4	Versicolor
5.8	2.3	4.2	1.4	Versicolor
5.9	3.3	3.6	1.4	Versicolor
5.6	2.6	4.6	1.4	Versicolor
6	3	4.2	1.4	Versicolor
5.8	2.9	5.3	1.4	Versicolor
5.5	2.8	3.6	1.4	Versicolor
6.6	2.6	5	1.4	Versicolor
5.3	2.8	4.5	1.4	Versicolor
6.8	2.9	4.1	1.4	Versicolor
5.5	3.1	4.4	1.4	Versicolor
5.8	2.1	4.6	1.4	Versicolor
6.6	2.9	4.3	1.4	Versicolor
5.8	2.9	3.4	1.4	Versicolor
5.5	3.1	3.5	1.4	Versicolor
5.5	3.4	4.4	1.4	Versicolor
5.2	3.4	4.6	1.4	Versicolor
5.6	2.7	4	1.4	Versicolor
5.1	2.6	4.9	1.4	Versicolor
6.1	2.8	4.3	1.4	Versicolor
6.4	2.7	4.1	1.4	Versicolor
5.5	3.1	4.5	1.4	Versicolor
6.5	3.1	4.3	1.4	Versicolor
5.2	2.3	4.8	1.4	Versicolor
6	2.8	3.9	1.4	Versicolor
5.6	2.6	4.1	1.4	Versicolor
6.1	2.9	4.8	1.4	Versicolor
5.6	2.7	4.7	1.4	Versicolor
5.5	2.8	4	1.4	Versicolor
6.1	2.9	4.4	1.4	Versicolor
6.2	2.6	3.4	1.4	Versicolor
5.2	2.2	4.3	1.4	Versicolor
6.5	3	3.9	1.4	Versicolor
6.2	2.9	4.2	1.4	Versicolor
5.1	3	4.8	1.4	Versicolor
5.6	3	4.2	1.4	Versicolor
5.9	3	3.8	1.4	Versicolor
5.7	2.9	4.3	1.4	Versicolor
5.9	2.3	4.9	1.4	Versicolor
6.3	3.3	4.7	1.4	Versicolor
6.4	2.3	3.5	1.4	Versicolor
5.3	3.4	4.4	1.4	Versicolor
6.7	2.3	4.2	1.4	Versicolor
5.6	2.9	3.8	1.4	Versicolor
5.1	2.6	5	1.4	Versicolor
6.6	2.4	4.4	1.4	Versicolor
6.3	2.5	4.5	1.4	Versicolor
6.2	3	3.2	1.4	Versicolor
5.9	2.7	3.8	1.4	Versicolor
6.3	3.3	4.5	1.4	Versicolor
5.8	2.9	4.2	1.4	Versicolor
5.6	2.9	4	1.4	Versicolor
6.5	3.1	4.6	1.4	Versicolor
5.7	3.1	4.5	1.4	Versicolor
5.3	2.6	5.1	1.4	Versicolor
5.6	2.3	4.5	1.4	Versicolor
5.7	2.7	4.4	1.4	Versicolor
5.7	2.6	4.2	1.4	Versicolor
6.3	2.8	4.1	1.4	Versicolor
6.2	2.6	4.8	1.4	Versicolor
5.6	2.4	4.3	1.4	Versicolor
5.3	2.3	4.3	1.4	Versicolor
5	3	4.5	1.4	Versicolor
6.5	2.4	4.2	1.4	Versicolor
6	2.7	3.2	1.4	Versicolor
5.5	2.7	4.1	1.4	Versicolor
6.5	2.6	4.2	1.4	Versicolor
5.6	2.9	4.2	1.4	Versicolor
6.5	2.5	3.1	1.4	Versicolor
6.4	3.1	3.4	1.4	Versicolor
6.9	2.3	3.1	1.4	Versicolor
6.6	3	4.5	1.4	Versicolor
5.9	3.1	4.6	1.4	Versicolor
6	2.9	4.7	1.4	Versicolor
5.7	2.6	4.2	1.4	Versicolor
5.4	3	4	1.4	Versicolor
5.6	3.4	4.3	1.4	Versicolor
6.8	2.7	4.1	1.4	Versicolor
6.6	3.3	4.5	1.4	Versicolor
5	2.5	4.6	1.4	Versicolor
5.5	3.1	3.9	1.4	Versicolor
5.9	3	4.4	1.4	Versicolor
6.1	2.7	3	1.4	Versicolor
5.7	2.3	4.2	1.4	Versicolor
6.5	2.6	4.7	1.4	Versicolor
6.5	2.2	3.6	1.4	Versicolor
6.7	2.4	3.7	1.4	Versicolor
5.4	2.5	4.1	1.4	Versicolor
5.1	2.1	4.6	1.4	Versicolor
5.7	2.3	4.7	1.4	Versicolor
5.4	2.7	4.1	1.4	Versicolor
5.9	2.7	4.5	1.4	Versicolor
6.1	2.7	4.8	1.4	Versicolor
